item	page_id	paragraph_id	source_pdf	scan_page	category	annotation	context	proposed_correction	reviewer_and_date	evidence
10-018-U023	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	the [[illegible]] of [[illegible]] / To the day [[illegible]] last [[illegible]] / [[illegible]] to [[illegible]] / [[illegible]] to come / [[separate 			Initial AI visual reading; no independent human check.
10-018-U024	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	e]] of [[illegible]] / To the day [[illegible]] last [[illegible]] / [[illegible]] to [[illegible]] / [[illegible]] to come / [[separate block: manuscr			Initial AI visual reading; no independent human check.
10-018-U025	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	e]] / To the day [[illegible]] last [[illegible]] / [[illegible]] to [[illegible]] / [[illegible]] to come / [[separate block: manuscript page 33, calc			Initial AI visual reading; no independent human check.
10-018-U026	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	 [[illegible]] last [[illegible]] / [[illegible]] to [[illegible]] / [[illegible]] to come / [[separate block: manuscript page 33, calculations]] / [[6			Initial AI visual reading; no independent human check.
10-018-U027	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	tentative reading	[[635?]]	e]] to come / [[separate block: manuscript page 33, calculations]] / [[635?]] [[6.08?]] / 760)12938[[8?]] / 760 / 2738 369 / 1300 950 / 56460 / 5 / 282300 / 3			Initial AI visual reading; no independent human check.
10-018-U028	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	tentative reading	[[6.08?]]	me / [[separate block: manuscript page 33, calculations]] / [[635?]] [[6.08?]] / 760)12938[[8?]] / 760 / 2738 369 / 1300 950 / 56460 / 5 / 282300 / 3 / 20)846900			Initial AI visual reading; no independent human check.
10-018-U029	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	tentative reading	[[8?]]	: manuscript page 33, calculations]] / [[635?]] [[6.08?]] / 760)12938[[8?]] / 760 / 2738 369 / 1300 950 / 56460 / 5 / 282300 / 3 / 20)846900(44 / [[760?]] / 86 / 			Initial AI visual reading; no independent human check.
10-018-U030	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	tentative reading	[[760?]]	)12938[[8?]] / 760 / 2738 369 / 1300 950 / 56460 / 5 / 282300 / 3 / 20)846900(44 / [[760?]] / 86 / 70 / [[169?]] / 25 / 140 / [[96?]] / [[illegible]]			Initial AI visual reading; no independent human check.
10-018-U031	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	tentative reading	[[169?]]	0 / 2738 369 / 1300 950 / 56460 / 5 / 282300 / 3 / 20)846900(44 / [[760?]] / 86 / 70 / [[169?]] / 25 / 140 / [[96?]] / [[illegible]]			Initial AI visual reading; no independent human check.
10-018-U032	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	tentative reading	[[96?]]	950 / 56460 / 5 / 282300 / 3 / 20)846900(44 / [[760?]] / 86 / 70 / [[169?]] / 25 / 140 / [[96?]] / [[illegible]]			Initial AI visual reading; no independent human check.
10-018-U033	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	0 / 5 / 282300 / 3 / 20)846900(44 / [[760?]] / 86 / 70 / [[169?]] / 25 / 140 / [[96?]] / [[illegible]]			Initial AI visual reading; no independent human check.
10-019-U001	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	tentative reading	[[Invocation?]]	[[separate block: manuscript page 34]] / [[Invocation?]] / There’s a cold bleak [[illegible]] / [[illegible]] gazing [[illegi			Initial AI visual reading; no independent human check.
10-019-U002	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	block: manuscript page 34]] / [[Invocation?]] / There’s a cold bleak [[illegible]] / [[illegible]] gazing [[illegible]] / And [[illegible]] home in the			Initial AI visual reading; no independent human check.
10-019-U003	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	ipt page 34]] / [[Invocation?]] / There’s a cold bleak [[illegible]] / [[illegible]] gazing [[illegible]] / And [[illegible]] home in the / [[illegible]]			Initial AI visual reading; no independent human check.
10-019-U004	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	ation?]] / There’s a cold bleak [[illegible]] / [[illegible]] gazing [[illegible]] / And [[illegible]] home in the / [[illegible]] gale / And the [[illeg			Initial AI visual reading; no independent human check.
10-019-U005	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	 cold bleak [[illegible]] / [[illegible]] gazing [[illegible]] / And [[illegible]] home in the / [[illegible]] gale / And the [[illegible]] howls / [[ill			Initial AI visual reading; no independent human check.
10-019-U006	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	[[illegible]] gazing [[illegible]] / And [[illegible]] home in the / [[illegible]] gale / And the [[illegible]] howls / [[illegible]] sky / [[illegible]]			Initial AI visual reading; no independent human check.
10-019-U007	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	gible]] / And [[illegible]] home in the / [[illegible]] gale / And the [[illegible]] howls / [[illegible]] sky / [[illegible]] flying [[illegible]] / [[ill			Initial AI visual reading; no independent human check.
10-019-U008	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	ble]] home in the / [[illegible]] gale / And the [[illegible]] howls / [[illegible]] sky / [[illegible]] flying [[illegible]] / [[illegible]] the [[illeg			Initial AI visual reading; no independent human check.
10-019-U009	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	[[illegible]] gale / And the [[illegible]] howls / [[illegible]] sky / [[illegible]] flying [[illegible]] / [[illegible]] the [[illegible]] / But [[illeg			Initial AI visual reading; no independent human check.
10-019-U010	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	d the [[illegible]] howls / [[illegible]] sky / [[illegible]] flying [[illegible]] / [[illegible]] the [[illegible]] / But [[illegible]] we [[illegible			Initial AI visual reading; no independent human check.
10-019-U011	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	ble]] howls / [[illegible]] sky / [[illegible]] flying [[illegible]] / [[illegible]] the [[illegible]] / But [[illegible]] we [[illegible]] / [[illegible			Initial AI visual reading; no independent human check.
10-019-U012	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	gible]] sky / [[illegible]] flying [[illegible]] / [[illegible]] the [[illegible]] / But [[illegible]] we [[illegible]] / [[illegible]] thy [[illegible			Initial AI visual reading; no independent human check.
10-019-U013	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	gible]] flying [[illegible]] / [[illegible]] the [[illegible]] / But [[illegible]] we [[illegible]] / [[illegible]] thy [[illegible]] / [[illegible]] f			Initial AI visual reading; no independent human check.
10-019-U014	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	illegible]] / [[illegible]] the [[illegible]] / But [[illegible]] we [[illegible]] / [[illegible]] thy [[illegible]] / [[illegible]] friendship [[illeg			Initial AI visual reading; no independent human check.
10-019-U015	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	illegible]] the [[illegible]] / But [[illegible]] we [[illegible]] / [[illegible]] thy [[illegible]] / [[illegible]] friendship [[illegible]] / [[illeg			Initial AI visual reading; no independent human check.
10-019-U016	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	illegible]] / But [[illegible]] we [[illegible]] / [[illegible]] thy [[illegible]] / [[illegible]] friendship [[illegible]] / [[illegible: three lines]			Initial AI visual reading; no independent human check.
10-019-U017	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	t [[illegible]] we [[illegible]] / [[illegible]] thy [[illegible]] / [[illegible]] friendship [[illegible]] / [[illegible: three lines]] / [[illegible]			Initial AI visual reading; no independent human check.
10-019-U018	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	gible]] / [[illegible]] thy [[illegible]] / [[illegible]] friendship [[illegible]] / [[illegible: three lines]] / [[illegible]] the [[illegible]] / And [			Initial AI visual reading; no independent human check.
10-019-U019	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible: three lines]]	gible]] thy [[illegible]] / [[illegible]] friendship [[illegible]] / [[illegible: three lines]] / [[illegible]] the [[illegible]] / And [[illegible]] / [[illegible]] 			Initial AI visual reading; no independent human check.
10-019-U020	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	[illegible]] friendship [[illegible]] / [[illegible: three lines]] / [[illegible]] the [[illegible]] / And [[illegible]] / [[illegible]] the [[illegibl			Initial AI visual reading; no independent human check.
10-019-U021	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	dship [[illegible]] / [[illegible: three lines]] / [[illegible]] the [[illegible]] / And [[illegible]] / [[illegible]] the [[illegible]] / [[separate blo			Initial AI visual reading; no independent human check.
10-019-U022	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	] / [[illegible: three lines]] / [[illegible]] the [[illegible]] / And [[illegible]] / [[illegible]] the [[illegible]] / [[separate block: scratch figure			Initial AI visual reading; no independent human check.
10-019-U023	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	 three lines]] / [[illegible]] the [[illegible]] / And [[illegible]] / [[illegible]] the [[illegible]] / [[separate block: scratch figures below verse]			Initial AI visual reading; no independent human check.
10-019-U024	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	llegible]] the [[illegible]] / And [[illegible]] / [[illegible]] the [[illegible]] / [[separate block: scratch figures below verse]] / [[illegible]] / [[			Initial AI visual reading; no independent human check.
10-019-U025	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	he [[illegible]] / [[separate block: scratch figures below verse]] / [[illegible]] / [[212?]] / 28 / [[240?]] / [[separate block: manuscript page 35, top c			Initial AI visual reading; no independent human check.
10-019-U026	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	tentative reading	[[212?]]	]] / [[separate block: scratch figures below verse]] / [[illegible]] / [[212?]] / 28 / [[240?]] / [[separate block: manuscript page 35, top calculatio			Initial AI visual reading; no independent human check.
10-019-U027	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	tentative reading	[[240?]]	e block: scratch figures below verse]] / [[illegible]] / [[212?]] / 28 / [[240?]] / [[separate block: manuscript page 35, top calculation]] / 2200 750			Initial AI visual reading; no independent human check.
10-019-U028	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	tentative reading	[[25?]]	arate block: manuscript page 35, top calculation]] / 2200 750 / 2214 [[25?]] / 4414 [[775?]] / [[illegible]] / [[separate block: verse continued]] / 			Initial AI visual reading; no independent human check.
10-019-U029	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	tentative reading	[[775?]]	manuscript page 35, top calculation]] / 2200 750 / 2214 [[25?]] / 4414 [[775?]] / [[illegible]] / [[separate block: verse continued]] / [[illegible]] 			Initial AI visual reading; no independent human check.
10-019-U030	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	t page 35, top calculation]] / 2200 750 / 2214 [[25?]] / 4414 [[775?]] / [[illegible]] / [[separate block: verse continued]] / [[illegible]] dreary / [[illeg			Initial AI visual reading; no independent human check.
10-019-U031	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	 / 4414 [[775?]] / [[illegible]] / [[separate block: verse continued]] / [[illegible]] dreary / [[illegible]] care / But one heart still [[illegible]] / [[be			Initial AI visual reading; no independent human check.
10-019-U032	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	gible]] / [[separate block: verse continued]] / [[illegible]] dreary / [[illegible]] care / But one heart still [[illegible]] / [[beating?]] for you / [[il			Initial AI visual reading; no independent human check.
10-019-U033	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	ed]] / [[illegible]] dreary / [[illegible]] care / But one heart still [[illegible]] / [[beating?]] for you / [[illegible]] dear [[illegible]] / [[illegibl			Initial AI visual reading; no independent human check.
10-019-U034	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	tentative reading	[[beating?]]	le]] dreary / [[illegible]] care / But one heart still [[illegible]] / [[beating?]] for you / [[illegible]] dear [[illegible]] / [[illegible: two lines]			Initial AI visual reading; no independent human check.
10-019-U035	10-019	10-019-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	19	unread writing	[[illegible]]	le]] care / But one heart still [[illegible]] / [[beating?]] for you / [[illegible]] dear [[illegible]] / [[illegible: two lines]] / [[illegible]] return			Initial AI visual reading; no independent human check.
