page_id	source_pdf	scan_page	kind	transcript_blocks	unresolved_items	review_level	editorial_note
10-104	George Douglas Papers Folder 7 - Poems Etc.pdf	104	memorial poem	3	0	initial AI visual reading of supplied scan	Manuscript page 44 begins an elegy continued through the upper part of 10-106, where it is signed George Douglas and dated Seclusion, December 24, 1866. The heading names Robert D. Andrews. The poem records a funeral and later calls him a friend and companion of the speaker’s youth; it does not give an age, kinship, burial location, or precise date of death. Quotation marks indicate a passage voiced as a funeral address, not a verified verbatim sermon.
10-105	George Douglas Papers Folder 7 - Poems Etc.pdf	105	memorial poem continuation	1	0	initial AI visual reading of supplied scan	Manuscript page 45 continues the elegy for Robert D. Andrews at 10-104 and leads to 10-106. “Affections holds” is the awkward phrase as read. The poem explicitly says “Friend and companion of my youth”; it does not say cousin, brother, or another kinship.
10-106	George Douglas Papers Folder 7 - Poems Etc.pdf	106	memorial poem conclusion and related verse	4	0	initial AI visual reading of supplied scan	Manuscript page 46 concludes 10-104–10-105, signed George Douglas, Seclusion, December 24, 1866. “Ad idem” introduces a separate poem on the same subject, continuing at 10-107. The graveyard is described but not named. “Where the sunshine” is retained without supplying an absent verb.
10-107	George Douglas Papers Folder 7 - Poems Etc.pdf	107	memorial poem conclusion	6	0	initial AI visual reading of supplied scan	Manuscript page 47 concludes the second memorial poem begun at 10-106. Signed Geo. D., dated January 5, 1867. “Courtesy and truth” is presented as the deceased companion’s motto in the poem. In context the subject is associated with the preceding Robert D. Andrews elegy, but his name is not repeated here. Religious statements express the poet’s belief.
10-108	George Douglas Papers Folder 7 - Poems Etc.pdf	108	reflective poem	7	0	initial AI visual reading of supplied scan	Manuscript page 48 continues at 10-109. The poem contrasts spiritual joy with bitterness and human reasoning. Religious imagery is preserved as the speaker’s belief; the line about an aim bought with blood is not a record of a specific injury or battle.
10-109	George Douglas Papers Folder 7 - Poems Etc.pdf	109	poem conclusion	6	0	initial AI visual reading of supplied scan	Manuscript page 49 concludes 10-108, signed Geo. D., June 14, 1867 as read. The repeated word is “isms,” a general attack on human systems or doctrines, not a named creed. “Pour into a heavenly ray” is awkward wording retained in the reference transcript.
10-110	George Douglas Papers Folder 7 - Poems Etc.pdf	110	album poem	7	0	initial AI visual reading of supplied scan	Manuscript page 50, dated February 1867. No author or recipient is named. The closing lines imagine the writer’s future death; they are not evidence that he died then. Grammatical forms such as “didst fall” are retained.
10-111	George Douglas Papers Folder 7 - Poems Etc.pdf	111	song text	4	0	initial AI visual reading of supplied scan	Manuscript page 51, dated February 1867, titled Song. Irene is explicitly named, but no surname, signature, tune, or proof of a real relationship is supplied. “While we live above” is retained, even though its sense is unusual. This may be original or copied verse; attribution beyond the manuscript is not established.
10-112	George Douglas Papers Folder 7 - Poems Etc.pdf	112	reflective poem continuation	3	0	initial AI visual reading of supplied scan	Manuscript page 52 explicitly continues page 39 (10-099) and leads to 10-113. The unusual forms “thou is spread” and “warping Stream” are retained. The insertion “dark” is visible above the line about Reality. The goddess is a personification of imagination, not an identified woman.
10-113	George Douglas Papers Folder 7 - Poems Etc.pdf	113	poem conclusion and satire	4	0	initial AI visual reading of supplied scan	The first two lines complete Idle Hours, read 10-099, 10-112, 10-113; they are signed Geo. D., January 5, 1867. A distinct, unsigned satirical poem follows, dated May 1869. Its insults and references to an old maid, an old man and children do not establish anyone’s marriage or family. The apparent contradiction is retained.
10-114	George Douglas Papers Folder 7 - Poems Etc.pdf	114	reflective poem	6	1	initial AI visual reading of supplied scan	Manuscript page 54 continues at 10-115. The recipient is given only by initials; no surname is expanded. One faded word in the second stanza is tentative. The poem’s despair is a literary expression, not proof of a particular broken engagement.
10-115	George Douglas Papers Folder 7 - Poems Etc.pdf	115	poem continuation	6	2	initial AI visual reading of supplied scan	Continues 10-114. Two short faded passages remain unread. The following scan starts Visit to Siloam, a different poem; a further continuation of the present poem should not be assumed from physical adjacency alone.
10-116	George Douglas Papers Folder 7 - Poems Etc.pdf	116	narrative poem	3	0	initial AI visual reading of supplied scan	Continues at 10-117. “Brumaire” is the word written, not silently converted to a modern date. The precise location of Siloam is not established here. The poem describes a social outing and should not be treated as a verified itinerary.
10-117	George Douglas Papers Folder 7 - Poems Etc.pdf	117	narrative poem continuation	5	0	initial AI visual reading of supplied scan	Continues 10-116. Prospect Hill and Prospect Junior appear as literary names or nicknames, not identified persons. Some quotation marks are opened on successive lines without closing marks; their form is retained. “To all I came here at Siloam” is awkward but retained. The next scan opens mid-thought; continuity across the transition is not established.
10-118	George Douglas Papers Folder 7 - Poems Etc.pdf	118	poem conclusion and short verse	5	0	initial AI visual reading of supplied scan	The first poem begins mid-thought and is signed Geo. D., Seclusion, November 4, 1866. Its social imagery may connect with Visit to Siloam (10-116–117), but intervening wording has not been securely located. “May the Sunshine of! softness” is retained as written; the source’s parenthesized question mark after “may” is original, not an editorial uncertainty. A separate verse on love and friendship is signed Geo. D., December 1866. Euroclydon is used as storm imagery, not an account of an actual storm.
10-119	George Douglas Papers Folder 7 - Poems Etc.pdf	119	dedicatory poems	6	0	initial AI visual reading of supplied scan	The first poem is addressed to Miss Mat. A. and signed Geo. D., July 1866. “Ad idem” introduces another poem to the same subject, continued at 10-120. The initials and shortened name are not expanded; a real courtship or engagement is not established. The overwritten first occurrence of “could” is treated as canceled.
10-120	George Douglas Papers Folder 7 - Poems Etc.pdf	120	poem conclusion and epigrams	4	0	initial AI visual reading of supplied scan	The first two stanzas complete Ad idem at 10-119, signed Geo. D., December 1866. The irregular wording “burie lie / For Loves rolls deep divining” is retained; its exact sense is uncertain. Two distinct short satires follow. Neither identifies a deceased person or grave.
10-121	George Douglas Papers Folder 7 - Poems Etc.pdf	121	reflective poem	1	1	initial AI visual reading of supplied scan	Begins a long poem continued through 10-128; read in consecutive scan order, rotating 10-123. The present page is undated and unsigned. A faded portion of the fourth verse line remains unread. “But what would ere the instant fade” and “wildest boast” are retained as read.
